"","05-15","05-16","05-17","05-18","05-19","05-20","05-21","05-22","05-23","05-24","05-25","05-26","05-27","05-28","05-29","05-30","05-31","06-01","06-02","06-03","06-04","06-05","06-06","06-07","06-08","06-09","06-10","06-11","06-12","06-13","06-14","06-15","06-16","06-17","06-18","06-19","06-20","06-21","06-22","06-23","06-24","06-25","06-26","06-27","06-28","06-29"
"420",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"421",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"422",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"423",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"424",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"425",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"426",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"427",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"428",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"429",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"430",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"431",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"432",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"433",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"434",14.1,11.1,0,11.5,9.9,2.8,1.1,16.5,2.5,5.3,1.6,4.2,1.1,2.6,3.7,1.9,0.3,0.6,0,2.1,0.8,0,0,0,0,0,0,0,7.2,0.9,0,0,0,0,1.2,7.9,0.4,7.7,3.2,0,0,4.8,0,0,0,0
"435",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",1.8,4.2,6.7,2.8,21.6,4.3,0.1,0.5,0,1.1,1.2,0,4.3,4.2,0,0.2,0.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"463",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"464",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"465",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"466",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"467",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"468",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"469",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"470",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"471",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"472",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"473",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"474",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"475",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"476",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"477",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"478",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"479",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"480",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"481",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"482",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"483",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"484",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"485",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"486",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"487",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"488",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"489",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"490",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"491",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"492",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"493",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"494",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"495",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"496",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"497",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"498",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"499",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"500",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"501",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"502",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"503",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"504",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"505",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"506",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"507",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"508",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"509",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"510",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"511",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"512",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"513",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
"514",0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.1,5,0.8,0.3,0,6.9,3,0,0.8,0.9,0.5,0.1,0,0,0,1.5,0,0,0,0,0,10.9,12.6,0.1,7,39.1,21.9,0.2,6.4,5.2,5.2,2.5,1.9
