"Year","Ownership","Territory.Age","Territory.Search.Time","Territory.Search.Effort","Number.of.Visits","Birds.Present","Age.of.Female","Age.of.Male","Nest.Built.Up.","Nest.Tree.Species","Nest.Height..m.","Eggs.laid.","Number.of.Eggs","Eggs.hatched.","Number.of.Eggs.Hatched","Young.chicks.fail.","Chicks.ringed.","Number.of.chicks.ringed","Fledged.","When.did.you.check.fledging.","Number.of.Chicks.Fledged","S.Petty.Breeding.Code","Dominant.Surrounding.Habitat","Reasons.for.Nest.Failure","Comments","S.Petty_F","Breeding.Success","Elevation","Rain_con","Site.Code","Surveyor_A","Site.code.f","Year_f"
1992,"State",15,15,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",NA,NA,"No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,299,2,"G002","S003","G002","1992"
1992,"State",5,5,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,NA,NA,NA,7,1,210,2,"G010","S003","G010","1992"
1992,"State",6,6,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,290,2,"G009","S003","G009","1992"
1992,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,238,2,"G016","S003","G016","1992"
1992,"State",10,10,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,256,2,"G049","S003","G049","1992"
1992,"State",6,6,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation",NA,NA,7,1,234,2,"G050","S003","G050","1992"
1992,"State",12,12,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,263,2,"G057","S003","G057","1992"
1992,"State",6,6,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,NA,NA,NA,5,0,286,2,"G073","S003","G073","1992"
1992,"State",11,11,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,362,2,"G074","S003","G074","1992"
1992,"State",6,6,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,259,2,"G077","S003","G077","1992"
1992,"State",20,20,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,306,2,"G080","S003","G080","1992"
1992,"State",2,2,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,217,2,"G090","S003","G090","1992"
1992,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,"Plantation",NA,NA,7,1,338,2,"G091","S003","G091","1992"
1992,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,264,2,"G105","S003","G105","1992"
1992,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,236,2,"G127","S003","G127","1992"
1992,"State",4,4,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,NA,NA,NA,7,1,260,2,"G134","S003","G134","1992"
1992,"State",9,9,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation",NA,NA,7,1,419,2,"G142","S003","G142","1992"
1992,"State",6,6,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",1,"Yes",1,"No","No",0,"Yes",NA,1,7,NA,NA,NA,7,1,274,2,"G164","S003","G164","1992"
1992,"State",20,20,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and Moorland",NA,NA,3,0,239,2,"G174","S003","G174","1992"
1993,"State",7,7,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,274,2,"G001","S003","G001","1993"
1993,"State",16,16,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,NA,"No",0,"Yes",NA,1,7,"Plantation",NA,NA,7,1,325,2,"G002","S003","G002","1993"
1993,"State",6,6,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,NA,NA,NA,7,1,210,2,"G010","S003","G010","1993"
1993,"State",13,13,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,238,2,"G016","S003","G016","1993"
1993,"State",11,11,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,1,7,"Plantation and rough grassland",NA,NA,7,1,243,2,"G049","S003","G049","1993"
1993,"State",7,7,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation",NA,NA,7,1,312,2,"G050","S003","G050","1993"
1993,"State",13,13,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",5,"Yes",NA,"No","No",0,"Yes",NA,4,7,NA,NA,NA,7,1,263,2,"G057","S003","G057","1993"
1993,"State",7,7,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,286,2,"G073","S003","G073","1993"
1993,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,362,2,"G074","S003","G074","1993"
1993,"State",7,7,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,259,2,"G077","S003","G077","1993"
1993,"State",21,21,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",NA,"No","No",0,"Yes",NA,1,7,"Plantation",NA,NA,7,1,306,2,"G080","S003","G080","1993"
1993,"State",3,3,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,1,7,"Plantation and rough grassland",NA,NA,7,1,217,2,"G090","S003","G090","1993"
1993,"State",13,13,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,338,2,"G091","S003","G091","1993"
1993,"State",13,13,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,264,2,"G105","S003","G105","1993"
1993,"State",13,13,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,251,2,"G127","S003","G127","1993"
1993,"State",5,5,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,NA,NA,NA,7,1,260,2,"G134","S003","G134","1993"
1993,"State",10,10,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation",NA,NA,7,1,292,2,"G142","S003","G142","1993"
1993,"State",7,7,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,NA,NA,NA,7,1,274,2,"G164","S003","G164","1993"
1993,"State",21,21,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and Moorland",NA,NA,2,0,313,2,"G174","S003","G174","1993"
1994,"State",8,8,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,274,5,"G001","S003","G001","1994"
1994,"State",17,17,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,325,5,"G002","S003","G002","1994"
1994,"State",7,7,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,210,5,"G010","S003","G010","1994"
1994,"State",8,8,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,290,5,"G009","S003","G009","1994"
1994,"State",14,14,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,238,5,"G016","S003","G016","1994"
1994,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,243,5,"G049","S003","G049","1994"
1994,"State",8,8,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,"Plantation",NA,NA,7,1,234,5,"G050","S003","G050","1994"
1994,"State",8,8,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,286,5,"G073","S003","G073","1994"
1994,"State",13,13,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation and rough grassland",NA,NA,7,1,362,5,"G074","S003","G074","1994"
1994,"State",8,8,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation and rough grassland",NA,NA,7,1,259,5,"G077","S003","G077","1994"
1994,"State",22,22,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,288,5,"G080","S003","G080","1994"
1994,"State",4,4,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and rough grassland",NA,NA,2,0,217,5,"G090","S003","G090","1994"
1994,"State",14,14,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",NA,"No","No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,338,5,"G091","S003","G091","1994"
1994,"State",14,14,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and rough grassland",NA,NA,2,0,192,5,"G105","S003","G105","1994"
1994,"State",14,14,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,251,5,"G127","S003","G127","1994"
1994,"State",6,6,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"Yes",NA,NA,NA,NA,0,5,NA,NA,NA,5,0,269,5,"G134","S003","G134","1994"
1994,"State",11,11,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",NA,"No","No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,340,5,"G142","S003","G142","1994"
1994,"State",8,8,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,NA,NA,NA,7,1,250,5,"G164","S003","G164","1994"
1994,"State",22,22,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",NA,"No","No",0,"Yes",NA,1,7,"Plantation and Moorland",NA,NA,7,1,330,5,"G174","S003","G174","1994"
1995,"State",9,9,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,274,16,"G001","S003","G001","1995"
1995,"State",18,18,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",NA,"No","No",0,"Yes",NA,1,7,"Plantation",NA,NA,7,1,314,16,"G002","S003","G002","1995"
1995,"State",22,22,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation",NA,NA,7,1,238,16,"G004","S003","G004","1995"
1995,"State",8,8,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,210,16,"G010","S003","G010","1995"
1995,"State",9,9,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,287,16,"G009","S003","G009","1995"
1995,"State",15,15,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,238,16,"G016","S003","G016","1995"
1995,"State",13,13,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,240,16,"G049","S003","G049","1995"
1995,"State",9,9,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,239,16,"G050","S003","G050","1995"
1995,"State",15,15,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,257,16,"G057","S003","G057","1995"
1995,"State",9,9,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,286,16,"G073","S003","G073","1995"
1995,"State",14,14,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,242,16,"G074","S003","G074","1995"
1995,"State",9,9,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"Yes",NA,NA,NA,NA,0,5,"Plantation and rough grassland",NA,NA,5,0,255,16,"G077","S003","G077","1995"
1995,"State",23,23,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,279,16,"G080","S003","G080","1995"
1995,"State",5,5,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,217,16,"G090","S003","G090","1995"
1995,"State",15,15,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation",NA,NA,7,1,348,16,"G091","S003","G091","1995"
1995,"State",1,1,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,269,16,"G094","S003","G094","1995"
1995,"State",15,15,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and rough grassland",NA,NA,2,0,192,16,"G105","S003","G105","1995"
1995,"State",15,15,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"Yes",NA,NA,NA,NA,0,5,"Plantation and rough grassland",NA,NA,5,0,246,16,"G127","S003","G127","1995"
1995,"State",7,7,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,263,16,"G134","S003","G134","1995"
1995,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation",NA,NA,7,1,343,16,"G142","S003","G142","1995"
1995,"State",9,9,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,250,16,"G164","S003","G164","1995"
1995,"State",23,23,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation and Moorland",NA,NA,7,1,325,16,"G174","S003","G174","1995"
1996,"State",19,19,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,166,9,"G002","S003","G002","1996"
1996,"State",23,23,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation",NA,NA,7,1,246,9,"G004","S003","G004","1996"
1996,"State",9,9,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",NA,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,295,9,"G010","S003","G010","1996"
1996,"State",10,10,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,NA,NA,NA,7,1,290,9,"G009","S003","G009","1996"
1996,"State",16,16,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,258,9,"G016","S003","G016","1996"
1996,"State",14,14,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,252,9,"G049","S003","G049","1996"
1996,"State",10,10,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation",NA,NA,7,1,239,9,"G050","S003","G050","1996"
1996,"State",16,16,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,260,9,"G057","S003","G057","1996"
1996,"State",10,10,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,286,9,"G073","S003","G073","1996"
1996,"State",15,15,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,306,9,"G074","S003","G074","1996"
1996,"State",10,10,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,258,9,"G077","S003","G077","1996"
1996,"State",24,24,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",NA,"No","No",0,"Yes",NA,1,7,"Plantation",NA,NA,7,1,287,9,"G080","S003","G080","1996"
1996,"State",6,6,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,225,9,"G090","S003","G090","1996"
1996,"State",16,16,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,352,9,"G091","S003","G091","1996"
1996,"State",2,2,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,NA,NA,NA,7,1,283,9,"G094","S003","G094","1996"
1996,"State",16,16,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,246,9,"G127","S003","G127","1996"
1996,"State",8,8,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,NA,NA,NA,7,1,263,9,"G134","S003","G134","1996"
1996,"State",13,13,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,343,9,"G142","S003","G142","1996"
1996,"State",10,10,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,NA,NA,NA,7,1,257,9,"G164","S003","G164","1996"
1996,"State",24,24,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation and Moorland",NA,NA,7,1,313,9,"G174","S003","G174","1996"
1997,"State",11,11,"Yes",NA,"SB","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,225,5,"G001","S003","G001","1997"
1997,"State",20,20,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,305,5,"G002","S003","G002","1997"
1997,"State",24,24,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation",NA,NA,7,1,234,5,"G004","S003","G004","1997"
1997,"State",10,10,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,235,5,"G010","S003","G010","1997"
1997,"State",11,11,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,NA,NA,NA,7,1,287,5,"G009","S003","G009","1997"
1997,"State",17,17,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,261,5,"G016","S003","G016","1997"
1997,"State",15,15,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,3,7,"Plantation and rough grassland",NA,NA,7,1,277,5,"G049","S003","G049","1997"
1997,"State",11,11,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,239,5,"G050","S003","G050","1997"
1997,"State",17,17,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,NA,NA,NA,7,1,260,5,"G057","S003","G057","1997"
1997,"State",11,11,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,286,5,"G073","S003","G073","1997"
1997,"State",16,16,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",1,"Yes",1,"No","No",0,"Yes",NA,1,7,"Plantation and rough grassland",NA,NA,7,1,242,5,"G074","S003","G074","1997"
1997,"State",11,11,"No",NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation and rough grassland",NA,NA,1,NA,258,5,"G077","S003","G077","1997"
1997,"State",25,25,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"Yes",NA,3,7,"Plantation",NA,NA,7,1,292,5,"G080","S003","G080","1997"
1997,"State",17,17,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",1,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,404,5,"G091","S003","G091","1997"
1997,"State",3,3,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,282,5,"G094","S003","G094","1997"
1997,"State",17,17,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation and rough grassland",NA,NA,1,NA,246,5,"G127","S003","G127","1997"
1997,"State",9,9,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",1,"Yes",1,"No","No",0,"Yes",NA,1,7,NA,NA,NA,7,1,257,5,"G134","S003","G134","1997"
1997,"State",14,14,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,345,5,"G142","S003","G142","1997"
1997,"State",11,11,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",NA,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,268,5,"G164","S003","G164","1997"
1997,"State",25,25,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"Yes",NA,4,7,"Plantation and Moorland",NA,NA,7,1,315,5,"G174","S003","G174","1997"
1998,"State",12,12,"Yes",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,225,10,"G001","S003","G001","1998"
1998,"State",21,21,"No",NA,"BP","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,305,10,"G002","S003","G002","1998"
1998,"State",25,25,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","No",0,"No",NA,0,6,"Plantation",NA,NA,6,0,234,10,"G004","S003","G004","1998"
1998,"State",11,11,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",4,"Yes",4,"No","Yes",4,"Yes","At ringing",4,7,NA,NA,NA,7,1,235,10,"G010","S003","G010","1998"
1998,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,283,10,"G009","S003","G009","1998"
1998,"State",18,18,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,274,10,"G016","S003","G016","1998"
1998,"State",16,16,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and rough grassland",NA,NA,7,1,277,10,"G049","S003","G049","1998"
1998,"State",12,12,"No",NA,"SB","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,239,10,"G050","S003","G050","1998"
1998,"State",18,18,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,265,10,"G057","S003","G057","1998"
1998,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"No",0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,4,0,286,10,"G073","S003","G073","1998"
1998,"State",17,17,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and rough grassland",NA,NA,7,1,304,10,"G074","S003","G074","1998"
1998,"State",12,12,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,292,10,"G077","S003","G077","1998"
1998,"State",26,26,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",1,"Yes",1,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,NA,7,1,264,10,"G080","S003","G080","1998"
1998,"State",8,8,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,214,10,"G090","S003","G090","1998"
1998,"State",18,18,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","No",0,"No",NA,0,6,"Plantation",NA,NA,6,0,383,10,"G091","S003","G091","1998"
