Year,Surveyor,Site.Name,Site.Code,Ownership,Territory.Age,Territory.Search.Time,Territory.Search.Effort,Number.of.Visits,Grid.Reference,Latitude,Longitude,County,Birds.Present,Age.of.Female,Age.of.Male,Nest.Built.Up.,Nest.Tree.Species,Nest.Height..m.,Eggs.laid.,Number.of.Eggs,Eggs.hatched.,Number.of.Eggs.Hatched,Young.chicks.fail.,Chicks.ringed.,Number.of.chicks.ringed,Fledged.,When.did.you.check.fledging.,Number.of.Chicks.Fledged,S.Petty.Breeding.Code,Dominant.Surrounding.Habitat,Reasons.for.Nest.Failure,Comments,S.Petty_F,Breeding.Success,Elevation,Rain_con,Year_f,Site_f,rad_10km_dens,Elevation_cat,Elevation_cat_f,Surveyor_f,rad_10km_pers,Ownership_f,rad_10km_pens
1981,MD,Archie's Rigg,G002,State,4,4,No,NA,NY704829,55.139565,-2.4658678,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,Yes,No,0,No,NA,0,5,Plantation,NA,NA,5,0,328,13,1981,Archie's Rigg,1,Low,Low,MD,0,State,2
1981,MD,Blacklyne,G016,State,1,1,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,238,13,1981,Blacklyne,2,Low,Low,MD,0,State,5
1981,MD,English Kershope,G054,State,1,1,No,NA,NY521851,55.157896,-2.7532859,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,186,13,1981,English Kershope,1,Low,Low,MD,0,State,0
1981,MD,Harriett's Linn,G074,State,9,9,No,NA,NY629912,55.213637,-2.5846036,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,236,13,1981,Harriett's Linn,1,Low,Low,MD,0,State,3
1981,MD,Hindhopeburn,G084,State,1,1,No,NA,NT771001,55.294474,-2.3621709,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,239,13,1981,Hindhopeburn,0,Low,Low,MD,0,State,1
1981,MD,Liddlepark,G098,State,1,1,No,NA,NY471765,55.080115,-2.8301429,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and rough grassland,NA,NA,2,0,186,13,1981,Liddlepark,1,Low,Low,MD,0,State,0
1981,MD,Pundershaw,G118,State,1,1,No,NA,NY778795,55.109402,-2.3495214,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and rough grassland,NA,NA,2,0,246,13,1981,Pundershaw,1,Low,Low,MD,0,State,1
1981,MD,Woody Crag,G165,State,9,9,No,NA,NY637963,55.259522,-2.57269,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and Moorland,NA,NA,7,1,291,13,1981,Woody Crag,1,Low,Low,MD,0,State,10
1982,MD,Archie's Rigg,G002,State,5,5,No,NA,NY704829,55.139565,-2.4658678,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,328,7,1982,Archie's Rigg,2,Low,Low,MD,0,State,3
1982,MD,Blacklyne,G016,State,2,2,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,238,7,1982,Blacklyne,2,Low,Low,MD,0,State,0
1982,MD,English Kershope,G054,State,2,2,No,NA,NY521851,55.157896,-2.7532859,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,186,7,1982,English Kershope,1,Low,Low,MD,0,State,3
1982,MD,Greeneyes,G070,State,1,1,No,NA,NY745897,55.200896,-2.402169,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and rough grassland,NA,NA,2,0,289,7,1982,Greeneyes,1,Low,Low,MD,0,State,0
1982,MD,Harriett's Linn,G074,State,10,10,No,NA,NY629912,55.213637,-2.5846036,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,236,7,1982,Harriett's Linn,1,Low,Low,MD,0,State,5
1982,MD,Hindhopeburn,G084,State,2,2,No,NA,NT771001,55.294474,-2.3621709,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,239,7,1982,Hindhopeburn,0,Low,Low,MD,0,State,2
1982,MD,Liddlepark,G098,State,2,2,No,NA,NY471765,55.080115,-2.8301429,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,186,7,1982,Liddlepark,1,Low,Low,MD,0,State,10
1982,MD,Pundershaw,G118,State,2,2,No,NA,NY778795,55.109402,-2.3495214,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,246,7,1982,Pundershaw,1,Low,Low,MD,0,State,1
1982,MD,Woody Crag,G165,State,10,10,No,NA,NY637963,55.259522,-2.57269,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and Moorland,NA,NA,7,1,291,7,1982,Woody Crag,1,Low,Low,MD,0,State,1
1983,MD,Archie's Rigg,G002,State,6,6,No,NA,NY704829,55.139565,-2.4658678,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,NA,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,328,4,1983,Archie's Rigg,2,Low,Low,MD,0,State,1
1983,MD,Blacklyne,G016,State,3,3,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,238,4,1983,Blacklyne,2,Low,Low,MD,0,State,5
1983,MD,English Kershope,G054,State,3,3,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,265,4,1983,English Kershope,2,Low,Low,MD,0,State,0
1983,MD,Greeneyes,G070,State,2,2,No,NA,NY745897,55.200896,-2.402169,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,289,4,1983,Greeneyes,1,Low,Low,MD,0,State,1
1983,MD,Harriett's Linn,G074,State,11,11,No,NA,NY629912,55.213637,-2.5846036,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,236,4,1983,Harriett's Linn,1,Low,Low,MD,0,State,3
1983,MD,Hindhopeburn,G084,State,3,3,No,NA,NT771001,55.294474,-2.3621709,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,239,4,1983,Hindhopeburn,0,Low,Low,MD,0,State,0
1983,MD,Liddlepark,G098,State,3,3,No,NA,NY471765,55.080115,-2.8301429,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,Yes,NA,NA,NA,NA,0,5,Plantation and rough grassland,NA,NA,5,0,186,4,1983,Liddlepark,2,Low,Low,MD,0,State,2
1983,MD,Pundershaw,G118,State,3,3,No,NA,NY778795,55.109402,-2.3495214,NBLD,BP,U,U,Yes,NA,NA,Yes,4,No,0,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,NA,NA,4,0,246,4,1983,Pundershaw,1,Low,Low,MD,0,State,3
1983,MD,Woody Crag,G165,State,11,11,No,NA,NY637963,55.259522,-2.57269,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and Moorland,NA,NA,7,1,291,4,1983,Woody Crag,1,Low,Low,MD,0,State,10
1984,MD,Archie's Rigg,G002,State,7,7,No,NA,NY704829,55.139565,-2.4658678,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,NA,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,328,6,1984,Archie's Rigg,2,Low,Low,MD,0,State,1
1984,MD,English Kershope,G054,State,4,4,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,265,6,1984,English Kershope,1,Low,Low,MD,0,State,0
1984,MD,Greeneyes,G070,State,3,3,No,NA,NY745897,55.200896,-2.402169,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and rough grassland,NA,NA,7,1,289,6,1984,Greeneyes,3,Low,Low,MD,0,State,2
1984,MD,Harriett's Linn,G074,State,12,12,No,NA,NY629912,55.213637,-2.5846036,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,236,6,1984,Harriett's Linn,1,Low,Low,MD,1,State,1
1984,MD,Hindhopeburn,G084,State,4,4,No,NA,NY781986,55.281042,-2.3463059,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,318,6,1984,Hindhopeburn,2,Low,Low,MD,0,State,1
1984,MD,Liddlepark,G098,State,4,4,No,NA,NY471765,55.080115,-2.8301429,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,186,6,1984,Liddlepark,1,Low,Low,MD,0,State,5
1984,MD,Pundershaw,G118,State,4,4,No,NA,NY772805,55.11836,-2.3590068,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,244,6,1984,Pundershaw,2,Low,Low,MD,0,State,3
1984,MD,Spithope,G133,State,1,1,No,NA,NT766046,55.334886,-2.3704216,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,302,6,1984,Spithope,1,Low,Low,MD,1,State,0
1984,MD,Woody Crag,G165,State,12,12,No,NA,NY637963,55.259522,-2.57269,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and Moorland,NA,NA,7,1,291,6,1984,Woody Crag,1,Low,Low,MD,0,State,10
1985,MD,Archie's Rigg,G002,State,8,8,No,NA,NY704829,55.139565,-2.4658678,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,328,7,1985,Archie's Rigg,2,Low,Low,MD,0,State,1
1985,MD,English Kershope,G054,State,5,5,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,265,7,1985,English Kershope,1,Low,Low,MD,0,State,0
1985,MD,Greeneyes,G070,State,4,4,No,NA,NY745897,55.200896,-2.402169,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and rough grassland,NA,NA,7,1,289,7,1985,Greeneyes,3,Low,Low,MD,1,State,1
1985,MD,Harriett's Linn,G074,State,13,13,No,NA,NY630896,55.199268,-2.5828219,NBLD,BP,U,U,Yes,NA,NA,Yes,5,Yes,NA,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,244,7,1985,Harriett's Linn,1,Low,Low,MD,0,State,3
1985,MD,Hindhopeburn,G084,State,5,5,No,NA,NY781986,55.281042,-2.3463059,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,318,7,1985,Hindhopeburn,2,Low,Low,MD,0,State,2
1985,MD,Liddlepark,G098,State,5,5,No,NA,NY477764,55.07928,-2.8207274,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,169,7,1985,Liddlepark,1,Low,Low,MD,0,State,5
1985,MD,Pundershaw,G118,State,5,5,No,NA,NY772805,55.11836,-2.3590068,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and rough grassland,NA,NA,7,1,244,7,1985,Pundershaw,2,Low,Low,MD,1,State,0
1985,MD,Spithope,G133,State,2,2,No,NA,NT766046,55.334886,-2.3704216,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,302,7,1985,Spithope,1,Low,Low,MD,0,State,10
1985,MD,Woody Crag,G165,State,13,13,No,NA,NY637963,55.259522,-2.57269,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,Yes,NA,NA,NA,NA,0,5,Plantation and Moorland,NA,NA,5,0,291,7,1985,Woody Crag,1,Low,Low,MD,0,State,1
1986,MD,Archie's Rigg,G002,State,9,9,No,NA,NY703829,55.139559,-2.4674365,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,331,10,1986,Archie's Rigg,2,Low,Low,MD,0,State,5
1986,MD,English Kershope,G054,State,6,6,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,4,0,265,10,1986,English Kershope,1,Low,Low,MD,0,State,3
1986,MD,Greeneyes,G070,State,5,5,No,NA,NY745897,55.200896,-2.402169,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,289,10,1986,Greeneyes,3,Low,Low,MD,0,State,2
1986,MD,Harriett's Linn,G074,State,14,14,No,NA,NY630896,55.199268,-2.5828219,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,NA,3,0,244,10,1986,Harriett's Linn,1,Low,Low,MD,0,State,10
1986,MD,Hindhopeburn,G084,State,6,6,No,NA,NY782989,55.283742,-2.3447551,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,301,10,1986,Hindhopeburn,2,Low,Low,MD,1,State,1
1986,MD,Liddlepark,G098,State,6,6,No,NA,NY477764,55.07928,-2.8207274,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,169,10,1986,Liddlepark,1,Low,Low,MD,0,State,1
1986,MD,Pundershaw,G118,State,6,6,No,NA,NY777804,55.117484,-2.3511598,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,NA,NA,4,0,220,10,1986,Pundershaw,2,Low,Low,MD,0,State,0
1986,MD,Spithope,G133,State,3,3,No,NA,NT766044,55.333088,-2.3704048,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,305,10,1986,Spithope,1,Low,Low,MD,1,State,0
1986,MD,Woody Crag,G165,State,14,14,No,NA,NY652954,55.251544,-2.5489786,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and Moorland,NA,NA,7,1,244,10,1986,Woody Crag,1,Low,Low,MD,0,State,1
1987,MD,Allerybank,G001,State,1,1,Yes,NA,NY752832,55.142525,-2.3905998,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and rough grassland,NA,NA,2,0,168,5,1987,Allerybank,5,Low,Low,MD,0,State,5
1987,MD,Archie's Rigg,G002,State,10,10,No,NA,NY703829,55.139559,-2.4674365,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,NA,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,331,5,1987,Archie's Rigg,5,Low,Low,MD,0,State,0
1987,MD,Bell's Flow,G010,State,1,1,No,NA,NY774733,55.053671,-2.3552967,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,311,5,1987,Bell's Flow,3,Low,Low,MD,0,State,3
1987,MD,Blacklyne,G016,State,7,7,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,238,5,1987,Blacklyne,3,Low,Low,MD,1,State,1
1987,MD,Deadwater,G046,State,5,5,No,NA,NY616958,55.25487,-2.605661,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,277,5,1987,Deadwater,3,Low,Low,MD,0,State,0
1987,MD,Doddloupe,G047,State,1,1,No,NA,NY774912,55.214517,-2.3567291,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,239,5,1987,Doddloupe,3,Low,Low,MD,0,State,10
1987,MD,English Kershope,G054,State,7,7,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,265,5,1987,English Kershope,2,Low,Low,MD,0,State,3
1987,MD,Green Rigg Spadeadam,G069,State,1,1,No,NA,NY753766,55.083224,-2.3884548,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,286,5,1987,Green Rigg Spadeadam,5,Low,Low,MD,0,State,1
1987,MD,Greeneyes,G070,State,6,6,No,NA,NY745897,55.200896,-2.402169,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and rough grassland,NA,NA,2,0,289,5,1987,Greeneyes,5,Low,Low,MD,0,State,1
1987,MD,Grindon Hill,G072,State,1,1,No,NA,NY709735,55.055129,-2.4570595,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and rough grassland,NA,NA,2,0,261,5,1987,Grindon Hill,4,Low,Low,MD,0,State,1
1987,MD,Harriett's Linn,G074,State,15,15,No,NA,NY620885,55.189308,-2.598383,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,293,5,1987,Harriett's Linn,4,Low,Low,MD,0,State,0
1987,MD,Hindhopeburn,G084,State,7,7,No,NA,NT772001,55.294479,-2.3605961,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,244,5,1987,Hindhopeburn,2,Low,Low,MD,1,State,3
1987,MD,Liddlepark,G098,State,7,7,No,NA,NY477764,55.07928,-2.8207274,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,169,5,1987,Liddlepark,2,Low,Low,MD,0,State,5
1987,MD,Pundershaw,G118,State,7,7,No,NA,NY768806,55.11924,-2.3652862,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,286,5,1987,Pundershaw,6,Low,Low,MD,0,State,1
1987,MD,Spithope,G133,State,4,4,No,NA,NT766047,55.335784,-2.37043,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,306,5,1987,Spithope,1,Low,Low,MD,0,State,5
1987,MD,Wainhope,G155,State,1,1,Yes,NA,NY662922,55.22286,-2.5328637,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,265,5,1987,Wainhope,4,Low,Low,MD,0,State,4
1987,MD,Woody Crag,G165,State,15,15,No,NA,NY647953,55.250609,-2.5568311,NBLD,BP,U,U,Yes,NA,NA,Yes,5,Yes,NA,No,No,0,Yes,NA,4,7,Plantation and Moorland,NA,NA,7,1,243,5,1987,Woody Crag,3,Low,Low,MD,0,State,2
1988,MD,Allerybank,G001,State,2,2,Yes,NA,NY752832,55.142525,-2.3905998,NBLD,BP,U,U,Yes,NA,NA,Yes,5,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,168,3,1988,Allerybank,6,Low,Low,MD,0,State,10
1988,MD,Archie's Rigg,G002,State,11,11,No,NA,NY703829,55.139559,-2.4674365,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,331,3,1988,Archie's Rigg,6,Low,Low,MD,0,State,0
1988,MD,Bellingburn,G009,State,1,1,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,210,3,1988,Bellingburn,7,Low,Low,MD,0,State,0
1988,MD,Bell's Flow,G010,State,2,2,No,NA,NY774733,55.053671,-2.3552967,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,311,3,1988,Bell's Flow,3,Low,Low,MD,1,State,3
1988,MD,Blacklyne,G016,State,8,8,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,238,3,1988,Blacklyne,3,Low,Low,MD,0,State,5
1988,MD,Deadwater,G046,State,6,6,No,NA,NY615957,55.253963,-2.6072205,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,256,3,1988,Deadwater,3,Low,Low,MD,0,State,1
1988,MD,Doddloupe,G047,State,2,2,No,NA,NY774912,55.214517,-2.3567291,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,239,3,1988,Doddloupe,4,Low,Low,MD,0,State,1
1988,MD,English Kershope,G054,State,8,8,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,265,3,1988,English Kershope,2,Low,Low,MD,0,State,3
1988,MD,Green Rigg Spadeadam,G069,State,2,2,No,NA,NY753766,55.083224,-2.3884548,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,286,3,1988,Green Rigg Spadeadam,5,Low,Low,MD,0,State,1
1988,MD,Greeneyes,G070,State,7,7,No,NA,NY745897,55.200896,-2.402169,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and rough grassland,NA,NA,2,0,289,3,1988,Greeneyes,5,Low,Low,MD,0,State,2
1988,MD,Grindon Hill,G072,State,2,2,No,NA,NY709735,55.055129,-2.4570595,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,261,3,1988,Grindon Hill,4,Low,Low,MD,0,State,3
1988,MD,Harriett's Linn,G074,State,16,16,No,NA,NY620885,55.189308,-2.598383,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,293,3,1988,Harriett's Linn,5,Low,Low,MD,0,State,1
1988,MD,Hindhopeburn,G084,State,8,8,No,NA,NT772001,55.294479,-2.3605961,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,244,3,1988,Hindhopeburn,2,Low,Low,MD,0,State,4
1988,MD,Liddlepark,G098,State,8,8,No,NA,NY478767,55.081986,-2.8192163,CMBR,BP,U,U,Yes,NA,NA,Yes,5,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,176,3,1988,Liddlepark,2,Low,Low,MD,1,State,1
1988,MD,Pundershaw,G118,State,8,8,No,NA,NY774797,55.111181,-2.3558072,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,246,3,1988,Pundershaw,5,Low,Low,MD,0,State,5
1988,MD,Spithope,G133,State,5,5,No,NA,NT766045,55.333987,-2.3704132,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,307,3,1988,Spithope,1,Low,Low,MD,0,State,2
1988,MD,Wainhope,G155,State,2,2,Yes,NA,NY662922,55.22286,-2.5328637,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,265,3,1988,Wainhope,5,Low,Low,MD,0,State,5
1988,MD,Woody Crag,G165,State,16,16,No,NA,NY652961,55.257833,-2.5490654,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and Moorland,NA,NA,7,1,239,3,1988,Woody Crag,4,Low,Low,MD,0,State,0
1989,MD,Archie's Rigg,G002,State,12,12,No,NA,NY705832,55.142266,-2.4643305,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,NA,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,301,4,1989,Archie's Rigg,4,Low,Low,MD,0,State,1
1989,MD,Bellingburn,G009,State,2,2,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,210,4,1989,Bellingburn,6,Low,Low,MD,1,State,1
1989,MD,Bell's Flow,G010,State,3,3,No,NA,NY774733,55.053671,-2.3552967,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,311,4,1989,Bell's Flow,2,Low,Low,MD,0,State,0
1989,MD,Blacklyne,G016,State,9,9,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,238,4,1989,Blacklyne,3,Low,Low,MD,0,State,1
1989,MD,Deadwater,G046,State,7,7,No,NA,NY615957,55.253963,-2.6072205,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,256,4,1989,Deadwater,3,Low,Low,MD,0,State,0
1989,MD,Doddloupe,G047,State,3,3,No,NA,NY774912,55.214517,-2.3567291,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,239,4,1989,Doddloupe,4,Low,Low,MD,0,State,2
