Year,Surveyor,Site.Name,Site.Code,Ownership,Territory.Age,Territory.Search.Time,Territory.Search.Effort,Number.of.Visits,Grid.Reference,Latitude,Longitude,County,Birds.Present,Age.of.Female,Age.of.Male,Nest.Built.Up.,Nest.Tree.Species,Nest.Height..m.,Eggs.laid.,Number.of.Eggs,Eggs.hatched.,Number.of.Eggs.Hatched,Young.chicks.fail.,Chicks.ringed.,Number.of.chicks.ringed,Fledged.,When.did.you.check.fledging.,Number.of.Chicks.Fledged,S.Petty.Breeding.Code,Dominant.Surrounding.Habitat,Reasons.for.Nest.Failure,Comments,S.Petty_F,Breeding.Success,Elevation,Rain_con,Year_f,Site_f,rad_10km_dens,Elevation_cat,Elevation_cat_f,Surveyor_f,rad_10km_pers,Ownership_f,rad_10km_pens
2017,TL and ES,Craik Village,G044,State,10,9,No,2,NT348101,55.38052,-3.030552,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,314,9,2017,Craik Village,4,Low,Low,TL and ES,3,State,2
2017,TL and ES,Crooked Loch,G045,State,10,10,Yes,2,NT367140,55.41581,-3.001456,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,360,9,2017,Crooked Loch,5,High,High,TL and ES,0,State,0
2017,MD,Deadwater,G046,State,35,35,No,3,NY61539565,55.25352,-2.606742,NBLD,BP,U,U,Yes,Larch,24,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation and rough grassland,NA,NA,5,0,249,9,2017,Deadwater,6,Low,Low,MD,0,State,3
2017,MD,Doddloupe,G047,State,31,31,No,3,NY751923,55.22429,-2.392973,NBLD,BP,A,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,238,9,2017,Doddloupe,8,Low,Low,MD,9,State,28
2017,TL and ES,Dykecroft,G049,State,10,10,Yes,3,NY523881,55.18487,-2.750654,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,270,9,2017,Dykecroft,4,Low,Low,TL and ES,0,State,5
2017,TL and ES,Elibank 'A',G050,State,10,10,Yes,3,NT391367,55.62006,-2.968549,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,255,9,2017,Elibank 'A',4,Low,Low,TL and ES,2,State,7
2017,MH,Falnash,G056,Private,1,1,Yes,4,NT386063,55.34687,-2.969754,SCBO,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,Probable altenative site to Rashiegrain which has been clear-felled,NA,7,1,262,9,2017,Falnash,4,Low,Low,MH,1,Private,4
2017,DA,Forest Drive,G059,State,1,1,Yes,NA,NN530035,56.20133,-4.371093,STIR,BP,1,A,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,208,9,2017,Forest Drive,1,Low,Low,DA,2,State,17
2017,TL and ES,Glentress,G065,State,10,8,No,2,NT281434,55.67874,-3.144929,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,433,9,2017,Glentress,2,High,High,TL and ES,0,State,4
2017,TL and ES,Green Cleugh,G068,State,10,10,Yes,2,NT621045,55.33308,-2.598972,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,274,9,2017,Green Cleugh,9,Low,Low,TL and ES,3,State,8
2017,MD,Greeneyes,G070,State,36,36,No,2,NY73208778,55.18357,-2.42241,NBLD,BP,U,U,Yes,Norway,18,Yes,NA,No,NA,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,NA,NA,4,0,222,9,2017,Greeneyes,7,Low,Low,MD,2,State,4
2017,MD,Greenlee Cleugh,G071,State,20,20,Yes,3,NY72377589,55.07669,-2.434282,NBLD,BP,U,U,Yes,Sitka,25,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,291,9,2017,Greenlee Cleugh,7,Low,Low,MD,6,State,14
2017,PG,Harbottle (E),G073,Private,4,4,Yes,6,NT9302,55.31203,-2.11183,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,284,9,2017,Harbottle (E),3,Low,Low,PG,1,Private,4
2017,MD,Harriett's Linn,G074,State,45,45,No,3,NY61528741,55.17948,-2.605773,NBLD,BP,A,A,Yes,Larch,18,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,303,9,2017,Harriett's Linn,8,Low,Low,MD,4,State,4
2017,PG,Harrys Wood,G075,Private,0,3,Yes,2,NY9592,55.2222,-2.080139,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,239,9,2017,Harrys Wood,7,Low,Low,PG,5,Private,7
2017,PG,Harwood (1),G076,Private,1,3,Yes,5,NZ0095,55.24918,-2.001544,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,309,9,2017,Harwood (1),4,Low,Low,PG,0,Private,0
2017,MD,Hawkhope Hill,G079,State,9,9,Yes,2,NY717887,55.19176,-2.446058,NBLD,SB,NA,1,Yes,Larch,15,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,On top of old buzzard nest,3,0,220,9,2017,Hawkhope Hill,9,Low,Low,MD,0,State,2
2017,JS/KB,Hepburn3,G081,Private,18,18,Yes,5,NU075232,55.50252,-1.882826,NBLD,BP,U,U,Yes,Douglas Fir,23,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Moorland and rough grassland,NA,NA,7,1,153,9,2017,Hepburn3,0,Low,Low,JS/KB,6,Private,2
2017,MD,High King Hill,G083,State,27,27,No,2,NY61327308,55.0507,-2.606957,CMBR,BP,1,U,Yes,Sitka,24,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,Buzzard nest nearby?,NA,4,0,303,9,2017,High King Hill,1,Low,Low,MD,6,State,9
2017,MD,Hindhopeburn,G084,State,37,37,No,5,NY742993,55.28714,-2.407764,NBLD,BP,U,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,350,9,2017,Hindhopeburn,8,Low,Low,MD,1,State,4
2017,TL and ES,Hindlee,G085,State,10,10,Yes,2,NT583045,55.33277,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,336,9,2017,Hindlee,5,Low,Low,TL and ES,6,State,8
2017,MD,Hopealone,G088,State,16,16,Yes,1,NY73397196,55.04143,-2.417939,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,267,9,2017,Hopealone,3,Low,Low,MD,2,State,0
2017,MD,Hummel Burn,G090,State,15,15,Yes,2,NY64418353,55.14483,-2.559906,NBLD,BP,U,U,Yes,Sitka,20,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,320,9,2017,Hummel Burn,7,Low,Low,MD,3,State,8
2017,PG,Kidland Forest (1),G092,Private,3,3,Yes,3,NT9111,55.39287,-2.143632,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,308,9,2017,Kidland Forest (1),4,Low,Low,PG,0,Private,1
2017,MD,Kielderburn,G094,State,19,19,No,3,NY643941,55.2398,-2.562971,NBLD,BP,U,U,Yes,Larch,18,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,271,9,2017,Kielderburn,5,Low,Low,MD,0,State,3
2017,JS/KB,Kyloe,G095,Private,9,9,Yes,4,NU054382,55.63733,-1.915783,NBLD,BP,U,U,Yes,Douglas Fir,20,Yes,NA,Yes,2,No,No,0,Yes,Specific check for fledging,1,7,Plantation and moorland,NA,NA,7,1,146,9,2017,Kyloe,0,Low,Low,JS/KB,3,Private,11
2017,TL and ES,Ladyurd,G096,State,10,8,No,2,NT138427,55.67012,-3.372043,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,401,9,2017,Ladyurd,1,High,High,TL and ES,1,State,5
2017,DA,Loch Ard Ant Hills,G101,State,7,7,Yes,NA,NS7898,56.15901,-3.965884,STIR,SB,A,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,39,9,2017,Loch Ard Ant Hills,1,Low,Low,DA,2,State,19
2017,MD,Long Crag,G102,State,8,8,Yes,4,NY728993,55.28707,-2.429807,NBLD,BP,U,U,Yes,Sitka,24,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation and Moorland,NA,NA,5,0,404,9,2017,Long Crag,8,High,High,MD,9,State,2
2017,DA,Merkins,G105,State,1,1,Yes,NA,NN462816,56.90015,-4.526896,STIR,BP,A,A,Yes,Sitka,NA,Yes,NA,Yes,NA,no,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,396,9,2017,Merkins,0,High,High,DA,4,State,1
2017,MH,Minto,G107,Private,29,29,Yes,4,NT570222,55.49169,-2.682094,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,207,9,2017,Minto,4,Low,Low,MH,3,Private,8
2017,MH,Muirfield,G109,Private,6,6,Yes,3,NT510214,55.48394,-2.776902,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Upland farmland,NA,NA,7,1,262,9,2017,Muirfield,5,Low,Low,MH,2,Private,8
2017,MH,Muirhouselaw,G110,Private,34,34,Yes,4,NT640290,55.55336,-2.572202,SCBO,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,Plantation,NA,NA,7,1,172,9,2017,Muirhouselaw,4,Low,Low,MH,0,Private,8
2017,MD,Pike Burn,G115,State,10,10,No,3,NY63347929,55.10665,-2.576144,NBLD,BP,U,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation and Moorland,NA,NA,7,1,364,9,2017,Pike Burn,6,High,High,MD,0,State,0
2017,DA,Rednock,G122,State,7,7,Yes,NA,NN610000,56.17231,-4.240422,STIR,BP,A,A,Yes,Lodgepoll,NA,Yes,3,Yes,3,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,26,9,2017,Rednock,2,Low,Low,DA,0,State,3
2017,PG,Rochester,G124,Private,4,4,Yes,5,NY8399,55.28483,-2.269193,NBLD,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,196,9,2017,Rochester,5,Low,Low,PG,1,Private,1
2017,MH,Shankend,G130,Private,2,2,Yes,3,NT515052,55.33844,-2.766168,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,224,9,2017,Shankend,2,Low,Low,MH,7,Private,3
2017,PC,Slaley,G132,Private,3,4,Yes,5,NY956552,54.89152,-2.070125,NBLD,SB,NA,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Moorland and farmland,NA,Two records of an adult male in the forest in early spring but no display noted.,2,0,346,9,2017,Slaley,0,Low,Low,PC,1,Private,4
2017,MD,Spithope,G133,State,34,34,No,3,NT762047,55.33577,-2.376736,NBLD,BP,1,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,342,9,2017,Spithope,8,Low,Low,MD,4,State,5
2017,MH,Swindon Hill,G137,Private,34,34,No,1,NT832190,55.46455,-2.267254,SCBO,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,332,9,2017,Swindon Hill,4,Low,Low,MH,1,Private,13
2017,MH,Swinnie,G138,State,34,34,Yes,2,NT623158,55.43463,-2.597349,SCBO,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,223,9,2017,Swinnie,9,Low,Low,MH,0,State,10
2017,MH,The Hass,G141,Private,5,5,Yes,3,NT672100,55.38287,-2.519231,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,189,9,2017,The Hass,12,Low,Low,MH,0,Private,0
2017,MH,The Wells,G142,Private,29,29,Yes,4,NT587167,55.44242,-2.654371,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,199,9,2017,The Wells,6,Low,Low,MH,3,Private,6
2017,TL and ES,Tinnisburn 'B',G148,State,10,10,Yes,2,NY460838,55.14559,-2.848761,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,126,9,2017,Tinnisburn 'B',2,Low,Low,TL and ES,0,State,3
2017,DA,Torrie East,G150,State,1,1,Yes,NA,NN645037,56.20654,-4.185984,STIR,BP,2,A,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,2,No,NA,0,6,Plantation,NA,NA,6,0,137,9,2017,Torrie East,2,Low,Low,DA,2,State,6
2017,TL and ES,Tweedsmuir,G151,State,1,1,No,2,NT050207,55.47087,-3.504326,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,387,9,2017,Tweedsmuir,0,High,High,TL and ES,6,State,13
2017,MD,Wanneys,G156,State,15,15,Yes,2,NY935832,55.14311,-2.103512,NBLD,BP,U,U,Yes,Sitka,12,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,Gamekeeping activity,Keep failing at egg stage,4,0,291,9,2017,Wanneys,3,Low,Low,MD,6,State,3
2017,MD,Watergate,G157,State,14,14,Yes,3,NY802785,55.10052,-2.311832,NBLD,BP,A,U,Yes,Sitka,21,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation and rough grassland,NA,NA,7,1,195,9,2017,Watergate,4,Low,Low,MD,3,State,7
2017,MD,Whickhope Linn,G162,State,6,6,Yes,3,NY69048508,55.15907,-2.48744,NBLD,BP,A,A,Yes,Larch,18,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,On top of old buzzard nest,4,0,247,9,2017,Whickhope Linn,9,Low,Low,MD,2,State,7
2017,MD,Woody Crag,G165,State,45,45,No,3,NY69249781,55.27347,-2.485693,NBLD,BP,A,U,Yes,Sitka,12,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation and Moorland,NA,NA,7,1,417,9,2017,Woody Crag,11,High,High,MD,1,State,1
2017,TL and ES,Yair 'A',G167,State,10,7,No,2,NT429334,55.59087,-2.907535,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,262,9,2017,Yair 'A',5,Low,Low,TL and ES,5,State,3
2017,TL and ES,Yair 'B',G168,State,10,7,No,1,NT456320,55.5786,-2.864425,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,309,9,2017,Yair 'B',5,Low,Low,TL and ES,3,State,4
2018,MD,Allerybank,G001,State,32,32,Yes,3,NY748824,55.13532,-2.396803,NBLD,BP,A,U,Yes,Sitka,20,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,231,6,2018,Allerybank,11,Low,Low,MD,0,State,2
2018,MD,Archie's Rigg,G002,State,41,41,No,4,NY703830,55.14046,-2.467447,NBLD,BP,A,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,325,6,2018,Archie's Rigg,12,Low,Low,MD,3,State,11
2018,MH,Ashkirktown,G005,Private,25,25,Yes,2,NT466207,55.47719,-2.846382,SCBO,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,0,7,Plantation,NA,NA,7,1,212,6,2018,Ashkirktown,5,Low,Low,MH,0,Private,2
2018,MD,Belvedere,G011,State,1,1,Yes,2,NY68138860,55.19064,-2.502119,NBLD,BP,U,U,Yes,Larch,12,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,224,6,2018,Belvedere,15,Low,Low,MD,0,State,14
2018,MH,Bigwood A7,G012,Private,35,35,Yes,2,NT472258,55.52307,-2.837863,SCBO,BP,U,U,Yes,Norway,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,240,6,2018,Bigwood A7,6,Low,Low,MH,14,Private,7
2018,MH,Birkenside,G013,Private,45,40,No,3,NT692160,55.43691,-2.488331,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,Yes,NA,No,Yes,1,No,NA,0,6,Plantation,NA,NA,6,0,191,6,2018,Birkenside,11,Low,Low,MH,3,Private,6
2018,MD,Blackburnhead,G015,State,16,15,Yes,2,NY782943,55.24241,-2.344397,NBLD,BP,U,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,357,6,2018,Blackburnhead,10,High,High,MD,2,State,17
2018,MD,Blacklyne Gate,G017,State,3,3,No,1,NY52998082,55.11953,-2.738609,CMBR,BP,U,A,Yes,Sitka,21,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation and rough grassland,NA,NA,7,1,223,6,2018,Blacklyne Gate,5,Low,Low,MD,0,State,7
2018,TL and ES,Blaemont,G018,State,11,11,Yes,1,NY513859,55.16501,-2.765978,SCBO,BP,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,218,6,2018,Blaemont,5,Low,Low,TL and ES,0,State,0
2018,MH,Bloodylaws Covert,G019,Private,35,35,Yes,3,NT720183,55.45774,-2.444312,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,224,6,2018,Bloodylaws Covert,9,Low,Low,MH,0,Private,2
2018,MD,Broadpool,G024,State,2,2,Yes,5,NY81227458,55.06533,-2.295587,NBLD,BP,A,U,Yes,Sitka,27,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation and rough grassland,NA,NA,7,1,259,6,2018,Broadpool,5,Low,Low,MD,0,State,0
2018,MD,Buckfell,G025,State,8,8,Yes,2,NY598899,55.20171,-2.633134,NBLD,BP,U,U,Yes,Larch,18,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,334,6,2018,Buckfell,10,Low,Low,MD,3,State,3
2018,TL and ES,Burns,G026,State,11,10,No,1,NT652063,55.34948,-2.550333,SCBO,BP,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,290,6,2018,Burns,12,Low,Low,TL and ES,1,State,25
2018,MD,Burnt Tom,G027,State,1,1,Yes,1,NY62348682,55.17424,-2.592819,NBLD,BP,U,U,Yes,Sitka,12,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,Was Harriett's Linn but this was felled,7,1,339,6,2018,Burnt Tom,11,Low,Low,MD,0,State,0
2018,TL and ES,Cadrona,G028,State,11,10,No,3,NT292353,55.60614,-3.125352,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,438,6,2018,Cadrona,4,High,High,TL and ES,3,State,20
2018,MD,Chanters,G032,State,12,12,Yes,1,NY99909469,55.2464,-2.003117,NBLD,BP,1,A,Yes,Sitka,18,Yes,NA,No,NA,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,310,6,2018,Chanters,4,Low,Low,MD,6,State,9
2018,TL and ES,Cloich Hill,G034,State,11,11,Yes,3,NT193456,55.69712,-3.28548,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,390,6,2018,Cloich Hill,4,High,High,TL and ES,6,State,8
2018,MD,Coacher Cleugh ,G036,State,2,1,Yes,3,NY64519790,55.27396,-2.560148,NBLD,BP,1,U,Yes,Sitka,13,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation and Moorland,NA,"In 2017, fledged at least 1 chick as it was seen later and there were signs from the previous year",7,1,376,6,2018,Coacher Cleugh ,10,High,High,MD,14,State,7
2018,TL and ES,Coombes,G037,State,11,11,Yes,1,NT567045,55.33263,-2.684087,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,298,6,2018,Coombes,4,Low,Low,TL and ES,3,State,6
2018,MD,Coquet Cairn,G038,State,5,5,Yes,1,NZ02449518,55.2508,-1.963162,NBLD,BP,U,U,Yes,Scots Pine,16,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation and Moorland,NA,NA,7,1,266,6,2018,Coquet Cairn,3,Low,Low,MD,0,State,0
2018,MD,Cottonshope Burn,G039,State,17,17,Yes,1,NT78500168,55.30873,-2.340246,NBLD,SB,U,U,Yes,Sitka,15,No,NA,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation,NA,Unknown sex built up but no other bird,3,0,254,6,2018,Cottonshope Burn,6,Low,Low,MD,0,State,1
2018,MD,Countess Plantation,G040,State,11,9,Yes,3,NT71720250,55.31576,-2.447134,NBLD,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and Moorland,NA,NA,2,0,410,6,2018,Countess Plantation,10,High,High,MD,10,State,9
2018,TL and ES,Craik Meadshaw,G043,State,11,11,Yes,1,NT366094,55.37447,-3.00199,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,203,6,2018,Craik Meadshaw,4,Low,Low,TL and ES,0,State,0
2018,TL and ES,Crooked Loch,G045,State,11,11,Yes,1,NT367140,55.41581,-3.001456,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,360,6,2018,Crooked Loch,5,High,High,TL and ES,0,State,3
2018,MD,Deadwater,G046,State,36,36,No,3,NY61539565,55.25352,-2.606742,NBLD,BP,A,U,Yes,Norway,24,No,NA,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,249,6,2018,Deadwater,11,Low,Low,MD,0,State,1
2018,MD,Doddloupe,G047,State,32,32,No,3,NY751923,55.22429,-2.392973,NBLD,BP,A,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,238,6,2018,Doddloupe,11,Low,Low,MD,5,State,5
2018,TL and ES,Dykecroft,G049,State,11,11,Yes,1,NY523881,55.18487,-2.750654,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,270,6,2018,Dykecroft,6,Low,Low,TL and ES,0,State,0
2018,TL and ES,Elibank 'A',G050,State,11,11,Yes,NA,NT391367,55.62006,-2.968549,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,255,6,2018,Elibank 'A',5,Low,Low,TL and ES,8,State,8
2018,TL and ES,Elibank 'B',G051,State,11,8,No,1,NT376366,55.61897,-2.99234,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,280,6,2018,Elibank 'B',5,Low,Low,TL and ES,2,State,6
2018,MH,Essenside,G055,Private,25,25,No,3,NT428212,55.48125,-2.906596,SCBO,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,336,6,2018,Essenside,6,Low,Low,MH,6,Private,14
2018,MH,Falnash,G056,Private,2,2,Yes,3,NT386063,55.34687,-2.969754,SCBO,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,262,6,2018,Falnash,4,Low,Low,MH,0,Private,3
2018,DA,Forest Drive,G059,State,2,2,Yes,NA,NN530035,56.20133,-4.371093,STIR,BP,1,A,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,208,6,2018,Forest Drive,1,Low,Low,DA,3,State,7
2018,TL and ES,Glenheighton,G063,State,1,1,Yes,1,NT085323,55.57573,-3.452817,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,At ringing,4,7,Plantation,NA,NA,7,1,351,6,2018,Glenheighton,1,Low,Low,TL and ES,4,State,8
2018,MH,Glenhighton,G064,Private,1,1,Yes,1,NT085323,55.57573,-3.452817,SCBO,BP,U,U,Yes,Larch,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,NA,NA,NA,7,1,351,6,2018,Glenhighton,1,Low,Low,MH,1,Private,3
2018,TL and ES,Glentress,G065,State,11,9,No,3,NT279432,55.67691,-3.148057,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,364,6,2018,Glentress,3,High,High,TL and ES,0,State,3
2018,TL and ES,Green Cleugh,G068,State,11,11,Yes,1,NT619044,55.33217,-2.602111,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,291,6,2018,Green Cleugh,9,Low,Low,TL and ES,3,State,8
2018,MD,Greeneyes,G070,State,37,37,No,3,NY73208778,55.18357,-2.42241,NBLD,BP,U,U,Yes,Norway,18,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,3,7,Plantation and rough grassland,NA,NA,7,1,222,6,2018,Greeneyes,11,Low,Low,MD,0,State,5
2018,MD,Greenlee Cleugh,G071,State,21,21,Yes,3,NY72377589,55.07669,-2.434282,NBLD,BP,A,U,Yes,Sitka,25,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,291,6,2018,Greenlee Cleugh,10,Low,Low,MD,0,State,3
